event,player,group,threshold,BetMGM,BetRivers,Bovada,DraftKings,ESPNBET,FanDuel,Fanatics,HardRockBet,best_book,best_odds,best_decimal,avg_other,value_ratio
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Rebounds,3,-625.0,,-450.0,-425.0,,,-450.0,-525.0,DraftKings,-425.0,1.2352941176470589,1.1987301587301589,1.0305022432701894
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Threes,1,-900.0,,-1400.0,-790.0,,-1000.0,,-1100.0,DraftKings,-790.0,1.1265822784810127,1.0933621933621933,1.0303834221820534
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Blocks,1,,-500.0,,-423.0,,-500.0,,,DraftKings,-423.0,1.2364066193853427,1.2,1.0303388494877856
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Rebounds,5,,,,-2800.0,,,,-1500.0,HardRockBet,-1500.0,1.0666666666666667,1.0357142857142858,1.0298850574712644
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Points,25,-220.0,-190.0,-210.0,-194.0,,-194.0,-210.0,-220.0,BetRivers,-190.0,1.526315789473684,1.482066616087235,1.029856399777272
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Rebounds,3,,,-7000.0,-1520.0,,,-1800.0,,DraftKings,-1520.0,1.0657894736842106,1.0349206349206348,1.0298272521795289
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Rebounds,4,,-480.0,,-670.0,,-530.0,-550.0,-575.0,BetRivers,-480.0,1.2083333333333333,1.1734160504806863,1.0297569500931432
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Threes,4,-135.0,-132.0,-160.0,-142.0,,-132.0,,,BetRivers,-132.0,1.7575757575757576,1.7068854626072936,1.0296975374616137
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Rebounds,4,,-167.0,,-181.0,,-178.0,-175.0,-190.0,BetRivers,-167.0,1.5988023952095807,1.553007075389137,1.0294881591630667
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Rebounds,5,,,105.0,111.0,,,105.0,,DraftKings,111.0,2.1100000000000003,2.05,1.029268292682927
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Steals,1,,-375.0,,-346.0,,-420.0,,,DraftKings,-346.0,1.2890173410404624,1.2523809523809524,1.0292533901843997
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Rebounds,3,,,-7000.0,-1860.0,,,-1400.0,-1300.0,HardRockBet,-1300.0,1.0769230769230769,1.0464925755248335,1.0290785640624176
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Rebounds,4,,,,-1160.0,,-1800.0,-1800.0,,DraftKings,-1160.0,1.0862068965517242,1.0555555555555556,1.029038112522686
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Threes,2,-175.0,-186.0,-200.0,-176.0,,-180.0,,-210.0,BetMGM,-175.0,1.5714285714285714,1.527512451706,1.0287500895154889
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Points,10,115.0,118.0,115.0,127.0,,126.0,125.0,125.0,DraftKings,127.0,2.27,2.2066666666666666,1.028700906344411
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Points,10,,,-1600.0,-990.0,,-1200.0,-1000.0,-850.0,HardRockBet,-850.0,1.1176470588235294,1.0867108585858585,1.028467738215047
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Threes,3,-190.0,-162.0,-170.0,-166.0,-160.0,-156.0,,-155.0,HardRockBet,-155.0,1.6451612903225805,1.6000450522980787,1.0281968548071214
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Rebounds,8,,-480.0,,-710.0,,-530.0,-550.0,-525.0,BetRivers,-480.0,1.2083333333333333,1.1754546719999817,1.027971015911154
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Rebounds,6,,-134.0,,-132.0,,-130.0,-140.0,-150.0,FanDuel,-130.0,1.7692307692307692,1.721199198811139,1.0279058754226742
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Blocks,3,,,,620.0,,640.0,,,FanDuel,640.0,7.4,7.2,1.027777777777778
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Assists,8,,,,,,1700.0,,1750.0,HardRockBet,1750.0,18.5,18.0,1.0277777777777777
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Assists,3,-250.0,,-240.0,-218.0,,,-240.0,-225.0,DraftKings,-218.0,1.4587155963302751,1.4194444444444445,1.0276665649293524
Indiana Pacers @ Phoenix Suns,Devin Booker,Threes,1,-1000.0,,-1200.0,-750.0,,-900.0,,-850.0,DraftKings,-750.0,1.1333333333333333,1.1030228758169935,1.0274794459669654
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Rebounds,5,,,-2500.0,-1340.0,,,-1400.0,-1100.0,HardRockBet,-1100.0,1.0909090909090908,1.0620184790334044,1.0272034926378881
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Assists,4,,-420.0,,-453.0,,-500.0,-475.0,-525.0,BetRivers,-420.0,1.2380952380952381,1.205438264535511,1.0270913696043245
Indiana Pacers @ Phoenix Suns,Devin Booker,Rebounds,4,,-180.0,,-168.0,-170.0,-174.0,-175.0,-210.0,DraftKings,-168.0,1.5952380952380953,1.553224508194082,1.0270492686809727
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Rebounds,4,,,,-1240.0,-3000.0,-2000.0,-1700.0,-1500.0,DraftKings,-1240.0,1.0806451612903225,1.0522058823529412,1.0270282455309843
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Rebounds,4,,-220.0,,-212.0,,-225.0,-240.0,-240.0,DraftKings,-212.0,1.4716981132075473,1.4330808080808082,1.0269470534452665
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Points,15,-175.0,-165.0,-165.0,-208.0,-170.0,-174.0,-175.0,-180.0,BetRivers,-165.0,1.606060606060606,1.564027210434049,1.0268751050788252
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Threes,1,,,,-335.0,,,,-300.0,HardRockBet,-300.0,1.3333333333333333,1.2985074626865671,1.0268199233716475
Indiana Pacers @ Phoenix Suns,Grayson Allen,Steals,1,,-435.0,,-400.0,-475.0,-470.0,,,DraftKings,-400.0,1.25,1.2177257769025156,1.0265036872091016
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Rebounds,3,-800.0,,-1100.0,-720.0,,,-900.0,-900.0,DraftKings,-720.0,1.1388888888888888,1.1095328282828283,1.0264580369843528
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Assists,5,-700.0,,-725.0,-527.0,,,-550.0,-575.0,DraftKings,-527.0,1.189753320683112,1.159129850659086,1.0264193610462309
Atlanta Hawks @ Utah Jazz,Ace Bailey,Rebounds,3,-1200.0,,-1200.0,-850.0,,,-1000.0,-800.0,HardRockBet,-800.0,1.125,1.0960784313725491,1.026386404293381
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Threes,1,,,-4000.0,-1240.0,,-1600.0,,-1400.0,DraftKings,-1240.0,1.0806451612903225,1.0529761904761905,1.026276919710425
Indiana Pacers @ Phoenix Suns,Devin Booker,Threes,2,-190.0,-177.0,-185.0,-170.0,-170.0,-172.0,,-165.0,HardRockBet,-165.0,1.606060606060606,1.5649490030831927,1.0262702509132355
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Threes,2,,-200.0,-210.0,-209.0,,-210.0,,-240.0,BetRivers,-200.0,1.5,1.4618791296422877,1.0260766226049347
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Threes,2,,-480.0,-650.0,-458.0,,-530.0,,-500.0,DraftKings,-458.0,1.2183406113537119,1.1877146831156264,1.025785593689679
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Threes,4,800.0,,800.0,820.0,,830.0,,,FanDuel,830.0,9.3,9.066666666666666,1.0257352941176472
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Rebounds,4,,,,-10000.0,,-3500.0,-2200.0,,Fanatics,-2200.0,1.0454545454545454,1.0192857142857141,1.0256736956106263
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Rebounds,10,,,,141.0,,,135.0,,DraftKings,141.0,2.41,2.35,1.025531914893617
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Threes,2,-500.0,,-650.0,-512.0,,-530.0,,-700.0,BetMGM,-500.0,1.2,1.1701737604965787,1.025488726982533
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Points,15,,-195.0,-200.0,-220.0,,-215.0,-225.0,-195.0,BetRivers,-195.0,1.5128205128205128,1.4753853381760358,1.025373150780227
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Steals,2,,165.0,,155.0,,162.0,,,BetRivers,165.0,2.65,2.585,1.0251450676982592
Atlanta Hawks @ Utah Jazz,Ace Bailey,Rebounds,4,,-305.0,,-327.0,,-330.0,-375.0,-300.0,HardRockBet,-300.0,1.3333333333333333,1.3008440549273756,1.024975536677816
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Rebounds,4,,,,-559.0,,-650.0,-650.0,-700.0,DraftKings,-559.0,1.1788908765652952,1.15018315018315,1.0249592652940307
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Points,15,,,,-2100.0,,-4500.0,,,DraftKings,-2100.0,1.0476190476190477,1.0222222222222221,1.0248447204968945
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Threes,1,,,-1600.0,-970.0,,-1200.0,,-1200.0,DraftKings,-970.0,1.1030927835051547,1.0763888888888886,1.0248087795144665
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Rebounds,6,,,,,,-3000.0,-1700.0,,Fanatics,-1700.0,1.0588235294117647,1.0333333333333334,1.0246679316888045
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,4,,,,-578.0,,-670.0,-700.0,-700.0,DraftKings,-578.0,1.1730103806228374,1.1449893390191896,1.0244727532813982
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Assists,6,,-245.0,,-258.0,,-265.0,-300.0,-250.0,BetRivers,-245.0,1.4081632653061225,1.374572180781044,1.0244374831636645
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Rebounds,7,-105.0,,105.0,105.0,,,105.0,-105.0,Bovada,105.0,2.05,2.001190476190476,1.024390243902439
Atlanta Hawks @ Utah Jazz,Keyonte George,Threes,1,-1100.0,,-1600.0,-930.0,,-1000.0,,-1400.0,DraftKings,-930.0,1.10752688172043,1.0812094155844156,1.0243407666976236
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,5,-1200.0,,-850.0,-720.0,,,-700.0,-800.0,Fanatics,-700.0,1.1428571428571428,1.116217320261438,1.0238661612861062
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Threes,3,-150.0,-143.0,-160.0,-149.0,-150.0,-146.0,,-155.0,BetRivers,-143.0,1.6993006993006992,1.6599278450170907,1.0237196179350814
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Assists,3,-1600.0,,-2500.0,-1140.0,,,-1300.0,-1400.0,DraftKings,-1140.0,1.087719298245614,1.062712912087912,1.0235307069983484
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Steals,1,,-315.0,,-294.0,-325.0,-330.0,,,DraftKings,-294.0,1.3401360544217686,1.3093943093943095,1.0234778361314856
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Points,15,,,,-1440.0,,-2500.0,-2000.0,,DraftKings,-1440.0,1.0694444444444444,1.045,1.023391812865497
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Points,10,,,,-6800.0,,-3500.0,-2200.0,,Fanatics,-2200.0,1.0454545454545454,1.0216386554621848,1.0233114613126952
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Assists,3,,,,115.0,,,120.0,115.0,Fanatics,120.0,2.2,2.15,1.0232558139534884
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,8,,108.0,,108.0,105.0,110.0,110.0,-105.0,FanDuel,110.0,2.1,2.052476190476191,1.0231543779871002
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Threes,2,,123.0,115.0,117.0,,122.0,,,BetRivers,123.0,2.23,2.18,1.0229357798165137
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Assists,4,,110.0,,109.0,,112.0,105.0,105.0,FanDuel,112.0,2.12,2.0725,1.0229191797346202
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Rebounds,7,-300.0,,-360.0,-368.0,,,-300.0,-300.0,BetMGM,-300.0,1.3333333333333333,1.3040458937198067,1.0224589025237323
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Assists,4,,-315.0,,-322.0,-350.0,-340.0,-375.0,-350.0,BetRivers,-315.0,1.3174603174603174,1.2885543782730484,1.0224328438711368
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Points,10,-900.0,,-1900.0,-860.0,-1400.0,-900.0,-1000.0,-850.0,HardRockBet,-850.0,1.1176470588235294,1.0937602403942674,1.021839172377167
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Double-Double,Yes,650.0,,650.0,620.0,,600.0,650.0,650.0,BetMGM,650.0,7.5,7.340000000000001,1.0217983651226157
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Steals,1,,-134.0,,-141.0,,,,,BetRivers,-134.0,1.7462686567164178,1.7092198581560285,1.0216758530996468
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Rebounds,3,,,-350.0,-308.0,,,-325.0,,DraftKings,-308.0,1.3246753246753247,1.2967032967032965,1.0215716486902928
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Points,10,,,,-1620.0,,-2500.0,-2500.0,,DraftKings,-1620.0,1.0617283950617284,1.04,1.0208926875593543
Atlanta Hawks @ Utah Jazz,Ace Bailey,Steals,1,,-157.0,,-149.0,,,,,DraftKings,-149.0,1.6711409395973154,1.6369426751592355,1.0208915467578932
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Points,10,-1000.0,,-1100.0,-890.0,-1200.0,-850.0,-900.0,-800.0,HardRockBet,-800.0,1.125,1.1025600241231437,1.0203526115457546
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Rebounds,3,,,-25000.0,-2200.0,,,-2200.0,,DraftKings,-2200.0,1.0454545454545454,1.0247272727272727,1.0202271114265435
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Blocks,2,,-104.0,,102.0,,100.0,,,DraftKings,102.0,2.02,1.9807692307692308,1.0198058252427185
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Threes,6,,,650.0,680.0,,680.0,,,DraftKings,680.0,7.8,7.65,1.0196078431372548
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Rebounds,5,-105.0,,100.0,-101.0,,,-105.0,-105.0,Bovada,100.0,2.0,1.961810466760962,1.019466474405191
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Steals,2,,260.0,,267.0,,,,,DraftKings,267.0,3.67,3.6,1.0194444444444444
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Rebounds,3,-625.0,,-550.0,-537.0,,,-630.0,-650.0,DraftKings,-537.0,1.186219739292365,1.1635986235986235,1.0194406518149548
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Points,10,,,-5000.0,-2100.0,,-1600.0,-1800.0,-1500.0,HardRockBet,-1500.0,1.0666666666666667,1.0464186507936508,1.019349823187554
Indiana Pacers @ Phoenix Suns,Grayson Allen,Assists,4,,-155.0,,-162.0,-160.0,-162.0,-165.0,-165.0,BetRivers,-155.0,1.6451612903225805,1.6143378226711558,1.019093567169493
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Assists,3,-210.0,,-180.0,-177.0,,,-175.0,-175.0,Fanatics,-175.0,1.5714285714285714,1.542036588646758,1.0190604963580059
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Assists,4,,,,-720.0,,,-900.0,-800.0,DraftKings,-720.0,1.1388888888888888,1.1180555555555556,1.0186335403726707
Toronto Raptors @ Cleveland Cavaliers,Collin Murray-Boyles,Rebounds,3,-500.0,,-550.0,-459.0,,,-450.0,,Fanatics,-450.0,1.2222222222222223,1.1998943685218195,1.018608182758545
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Points,10,-1100.0,,,-850.0,,,-1200.0,-850.0,DraftKings,-850.0,1.1176470588235294,1.0972964943553178,1.0185460944903209
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Assists,4,,-165.0,,-155.0,,-160.0,-165.0,-160.0,DraftKings,-155.0,1.6451612903225805,1.615530303030303,1.0183413379722421
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Steals,1,,-275.0,,-281.0,,-310.0,,,BetRivers,-275.0,1.3636363636363638,1.3392262656411433,1.018227015569721
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Rebounds,3,-525.0,,-450.0,,,,-475.0,,Bovada,-450.0,1.2222222222222223,1.200501253132832,1.0180932498260264
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Rebounds,3,,,-1200.0,-930.0,,,-800.0,-800.0,Fanatics,-800.0,1.125,1.1052867383512543,1.0178354276449129
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,4,,,,-2800.0,,-2200.0,-1700.0,,Fanatics,-1700.0,1.0588235294117647,1.0405844155844157,1.0175277599339267
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Steals,1,,-167.0,,-175.0,,,,,BetRivers,-167.0,1.5988023952095807,1.5714285714285714,1.0174197060424603
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Threes,1,,,,-2500.0,,-4500.0,,,DraftKings,-2500.0,1.04,1.0222222222222221,1.0173913043478262
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Threes,1,-450.0,-480.0,-550.0,-484.0,,-500.0,,-475.0,BetMGM,-450.0,1.2222222222222223,1.2014578802377844,1.0172826216598856
Atlanta Hawks @ Utah Jazz,Keyonte George,Assists,4,,,,-810.0,,-900.0,-900.0,-1100.0,DraftKings,-810.0,1.123456790123457,1.1043771043771045,1.0172764227642277
Atlanta Hawks @ Utah Jazz,Keyonte George,Points,10,,,,-1920.0,,-3500.0,-2500.0,,DraftKings,-1920.0,1.0520833333333333,1.0342857142857143,1.0172076427255985
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Rebounds,8,,,,1120.0,,1100.0,,,DraftKings,1120.0,12.2,12.0,1.0166666666666666
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Assists,4,,,,-1240.0,,-1800.0,-1400.0,-1600.0,DraftKings,-1240.0,1.0806451612903225,1.0631613756613756,1.0164450910550344
Indiana Pacers @ Phoenix Suns,Grayson Allen,Steals,2,,102.0,,107.0,105.0,108.0,,,FanDuel,108.0,2.08,2.0466666666666664,1.0162866449511403
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Rebounds,3,,,-550.0,-497.0,,,-475.0,,Fanatics,-475.0,1.2105263157894737,1.1915127126394731,1.0159575327634407
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Steals,2,,125.0,,120.0,,126.0,,,FanDuel,126.0,2.26,2.225,1.0157303370786515
Toronto Raptors @ Cleveland Cavaliers,Collin Murray-Boyles,Rebounds,4,,-186.0,,-194.0,,-200.0,-190.0,,BetRivers,-186.0,1.5376344086021505,1.5139265689998191,1.0156598345572296
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Threes,2,-625.0,-480.0,-600.0,-492.0,-500.0,-480.0,,-500.0,BetRivers,-480.0,1.2083333333333333,1.1897086720867207,1.015654808343916
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Steals,1,,-159.0,,-153.0,,,,,DraftKings,-153.0,1.65359477124183,1.6289308176100628,1.0151411916117798
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Threes,1,,,-330.0,,,-310.0,,,FanDuel,-310.0,1.3225806451612903,1.303030303030303,1.0150037509377343
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,6,,-148.0,,-149.0,,-156.0,-150.0,-160.0,BetRivers,-148.0,1.6756756756756757,1.6509583118224058,1.0149715251295386
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Assists,4,,,,-1500.0,,-2000.0,-1500.0,-1300.0,HardRockBet,-1300.0,1.0769230769230769,1.0611111111111111,1.0149013290374547
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Rebounds,4,,-125.0,,-128.0,,-122.0,-125.0,,FanDuel,-122.0,1.819672131147541,1.79375,1.014451362312218
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,12,,,,750.0,800.0,800.0,800.0,800.0,ESPNBET,800.0,9.0,8.875,1.0140845070422535
Atlanta Hawks @ Utah Jazz,Ace Bailey,Blocks,1,,118.0,,115.0,,,,,BetRivers,118.0,2.1799999999999997,2.15,1.0139534883720929
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Rebounds,5,,,,-1340.0,,,-2000.0,-1300.0,HardRockBet,-1300.0,1.0769230769230769,1.062313432835821,1.013752668125692
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Points,10,-105.0,,105.0,105.0,,104.0,105.0,,Bovada,105.0,2.05,2.0230952380952383,1.0132988113451804
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Rebounds,7,-700.0,,-725.0,-660.0,,,-800.0,-650.0,HardRockBet,-650.0,1.1538461538461537,1.1393258322137632,1.0127446611161066
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Threes,1,,,,-2400.0,,-3500.0,,,DraftKings,-2400.0,1.0416666666666667,1.0285714285714285,1.0127314814814816
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Steals,1,,-375.0,,-373.0,,-420.0,,,DraftKings,-373.0,1.2680965147453083,1.2523809523809524,1.0125485478954932
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Threes,1,,,,-288.0,,,,-275.0,HardRockBet,-275.0,1.3636363636363638,1.3472222222222223,1.0121836925960637
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Threes,1,,,,-287.0,,,,-275.0,HardRockBet,-275.0,1.3636363636363638,1.348432055749129,1.011275546159267
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Steals,3,,,,375.0,,370.0,,,DraftKings,375.0,4.75,4.7,1.0106382978723405
Indiana Pacers @ Phoenix Suns,Grayson Allen,Assists,3,-400.0,,-440.0,-394.0,,,-400.0,-425.0,DraftKings,-394.0,1.2538071065989849,1.2406417112299466,1.0106117626465956
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Threes,3,,,,494.0,,,,500.0,HardRockBet,500.0,6.0,5.94,1.01010101010101
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Rebounds,3,,,-1500.0,-1100.0,,,-1200.0,-1100.0,DraftKings,-1100.0,1.0909090909090908,1.0803030303030303,1.0098176718092566
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Rebounds,6,,,,-1240.0,,-1200.0,-1500.0,-1400.0,FanDuel,-1200.0,1.0833333333333333,1.0729134664618536,1.009711749546626
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,3,,,,-1520.0,,,-1800.0,,DraftKings,-1520.0,1.0657894736842106,1.0555555555555556,1.0096952908587258
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Assists,6,,,,-161.0,,,-165.0,-165.0,DraftKings,-161.0,1.62111801242236,1.606060606060606,1.0093753662252432
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Assists,4,,,,990.0,,,,1000.0,HardRockBet,1000.0,11.0,10.9,1.0091743119266054
Atlanta Hawks @ Utah Jazz,Keyonte George,Steals,1,,-175.0,,-171.0,,,,,DraftKings,-171.0,1.5847953216374269,1.5714285714285714,1.0085061137692717
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Points,10,,-120.0,-125.0,-119.0,,-120.0,-120.0,,DraftKings,-119.0,1.8403361344537816,1.8250000000000002,1.0084033613445378
Indiana Pacers @ Phoenix Suns,Jarace Walker,Threes,1,-450.0,-435.0,-475.0,-435.0,,-430.0,,,FanDuel,-430.0,1.2325581395348837,1.2231296632385562,1.0077084847009294
Indiana Pacers @ Phoenix Suns,Devin Booker,Points,15,,,,-10000.0,-5000.0,-6000.0,,,ESPNBET,-5000.0,1.02,1.0133333333333332,1.0065789473684212
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Points,35,,,,1760.0,,,,1750.0,DraftKings,1760.0,18.6,18.5,1.0054054054054056
Atlanta Hawks @ Utah Jazz,Keyonte George,Assists,3,,,,-2500.0,,,-2200.0,,Fanatics,-2200.0,1.0454545454545454,1.04,1.0052447552447552
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Threes,3,,,350.0,352.0,,350.0,,,DraftKings,352.0,4.52,4.5,1.0044444444444443
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Threes,3,,,,499.0,,,,500.0,HardRockBet,500.0,6.0,5.99,1.001669449081803
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Threes,4,,,1200.0,,,1200.0,,,Bovada,1200.0,13.0,13.0,1.0
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Assists,8,,,,2000.0,,,,2000.0,DraftKings,2000.0,21.0,21.0,1.0
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Points,35,,,3000.0,,,,,3000.0,Bovada,3000.0,31.0,31.0,1.0
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Rebounds,10,,,,-105.0,,,-105.0,,DraftKings,-105.0,1.9523809523809523,1.9523809523809523,1.0
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Rebounds,8,,,,,2000.0,,,2000.0,ESPNBET,2000.0,21.0,21.0,1.0
Atlanta Hawks @ Utah Jazz,Ace Bailey,Assists,6,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Ace Bailey,Blocks,2,,,,620.0,,,,,DraftKings,620.0,7.2,,
Atlanta Hawks @ Utah Jazz,Ace Bailey,Points,30,,,2800.0,,,,,,Bovada,2800.0,29.0,,
Atlanta Hawks @ Utah Jazz,Ace Bailey,Points,35,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Atlanta Hawks @ Utah Jazz,Ace Bailey,Steals,3,,,,1240.0,,,,,DraftKings,1240.0,13.4,,
Atlanta Hawks @ Utah Jazz,Ace Bailey,Threes,4,,,,1200.0,,,,,DraftKings,1200.0,13.0,,
Atlanta Hawks @ Utah Jazz,Ace Bailey,Threes,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Assists,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Points,10,,,,,,,,135.0,HardRockBet,135.0,2.35,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Points,15,,,,,,,,450.0,HardRockBet,450.0,5.5,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Points,20,,,,,,,,1500.0,HardRockBet,1500.0,16.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Points,25,,,,,,,,7500.0,HardRockBet,7500.0,76.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Rebounds,8,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Threes,1,,,,,,,,-525.0,HardRockBet,-525.0,1.1904761904761905,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Threes,2,,,,,,,,-135.0,HardRockBet,-135.0,1.7407407407407407,,
